Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_6	con_0h_7	con_2h_1	con_2h_3	con_2h_4	con_6h_1	con_6h_3	con_6h_4	con_12h_1	con_12h_3	con_12h_4	con_18h_1	con_18h_3	con_18h_4	con_24h_1	con_24h_3	con_24h_4	IKA_0h_5	IKA_0h_6	IKA_0h_7	IKA_2h_1	IKA_2h_3	IKA_2h_4	IKA_6h_1	IKA_6h_3	IKA_6h_4	IKA_12h_1	IKA_12h_3	IKA_12h_4	IKA_18h_1	IKA_18h_3	IKA_18h_4	IKA_24h_1	IKA_24h_3	IKA_24h_4
Q9DC51;P20612;Q3V3I2;P50149;P18872;P27600;Q8CGK7	Q9DC51	11;2;2;2;2;1;1	5;0;0;0;0;0;0	5;0;0;0;0;0;0	Guanine nucleotide-binding protein G(k) subunit alpha	Gnai3	24.0510011982722	22.7870369421605	23.1411335970935	23.7102134360009	20.1724257469578	21.8364873158535	21.3401057427349	22.8911464787889	18.6646390291487	23.8727393563778	21.8066652639807	23.2925627311035	23.914609896602	23.7635107898137	23.8833633035257	20.8799556032341	20.4227660567649	20.3054334165082	22.2700408890167	22.3683579337425	24.262212012384	22.881349098161	21.5076528468624	18.980934031779	22.6383417218974	23.1763798337419	22.1710180094874	21.7183813304588	23.7375988642694	23.9057637262729	21.4597621073218	22.8581473528183	23.3514881638914	22.8116870859572	22.319071218316	22.9336429744636
Q5SSI6	Q5SSI6	6	6	6	U3 small nucleolar RNA-associated protein 18 homolog	Utp18	22.5395024399752	23.9420848951949	24.1158007765561	21.6664212261512	20.2829810237486	21.5331685111811	21.9242957158817	21.4684350032155	21.420757953933	23.1975880343304	NA	NA	23.5953275570593	24.0298259742722	23.758663105044	19.2563277085994	19.8917709189929	19.8014613592347	23.2367099285361	23.0034822224379	22.8836522400649	21.2965092178982	20.1990728903838	20.629355227832	21.9091224481353	22.3493234119246	21.8437402420456	21.5764659964188	21.597523079395	21.7882536597483	22.5693341382046	24.8712197906646	24.0181702034779	20.8896233149729	22.0827188548698	21.6558124678438
Q6A068	Q6A068	13	13	13	Cell division cycle 5-like protein	Cdc5l	22.3141594138978	22.7812933225021	19.3177675948558	21.3410492811333	22.6297962841087	22.9170077533834	23.1093383426648	22.8038815229341	23.5961863704545	22.5264401940933	19.8420230050093	21.4097576576764	23.9519438933107	19.7121124411488	19.745423452236	21.5048334729233	19.9511842242825	21.2090441833722	20.8463907541338	22.0846454257797	22.2779707641299	22.8308741101141	22.4193067856825	21.8892666257369	23.8749184081796	23.4379210239912	23.3475128330193	24.5048258377501	23.300612498574	24.6852528176057	21.1088935379888	22.4342644323806	21.6861231466409	22.3817432577943	23.1217381642304	21.6105573226752
Q8C129	Q8C129	12	12	12	Leucyl-cystinyl aminopeptidase	Lnpep	22.878715586361	23.1072898981079	22.2591191935466	22.0259791703429	22.874853118187	22.1884377813401	22.6310685024504	21.3694864914766	22.329279551336	22.5506319477078	23.097224985952	22.3337381654454	20.7258533322465	19.9891556583847	20.3742120358493	21.9830266490212	21.7396880066087	21.8539599286609	21.3046048574605	23.4365306326611	22.1849295976374	18.5566592764508	22.1719985913502	21.3879314376863	23.135792469132	23.7872862146557	23.1718123294652	24.8629628429277	22.9494045926882	24.0099425674301	20.7191908326008	21.1707221167198	21.0685981298833	23.1944504169668	22.8431257318271	22.7345333559842
Q8K389	Q8K389	4	4	4	CDK5 regulatory subunit-associated protein 2	Cdk5rap2	24.0297849876368	23.10349544178	23.8749905485062	19.322747992631	19.4031442791281	19.4297628937299	20.3892246976164	20.7132700749752	20.1331478198598	24.1193915711173	24.5395367665487	24.2027915119308	25.2648074792657	24.9605466935337	22.881028703588	18.8221982862136	16.9704413245095	19.4317841170142	23.84262906721	22.1746527670371	22.4206430766798	20.550996572164	19.5770173469896	19.0688767730447	21.2109650239661	20.8774144535211	20.0687088015505	23.5849188550608	21.2147584784334	20.1670538048983	NA	NA	21.9940911320968	22.2146361897	22.7325268146752	22.9232080902632
Q8C166	Q8C166	6	6	6	Copine-1	Cpne1	18.3226865858329	19.3695710715098	19.8867553242203	22.6828220005176	22.4103829536212	22.0181287271549	24.0649043954807	24.0624881178479	24.6053021327219	NA	NA	NA	NA	21.86516266333	NA	20.3539433955156	21.3199751469545	20.2715183005996	18.8379259421792	17.6665366127236	21.5764157538584	22.1329798314239	22.3091565416308	22.7503825959018	22.894217309643	23.2460424983941	24.0888967180534	22.6009034122542	21.4995693486554	24.99321893999	21.5817637041925	19.6748436517329	19.5474034198617	22.7385851406138	22.0679506537212	21.873398712306
Q8R2Y8	Q8R2Y8	7	7	7	Peptidyl-tRNA hydrolase 2, mitochondrial	Ptrh2	23.3331615324039	23.0623627856956	22.9186223456946	22.2428239928522	23.0368774259183	23.037941463768	21.4414038050091	22.7134542738271	24.369538663152	22.7754142409201	21.7471599178016	20.4213630553986	23.4598311344596	23.1561184739281	23.5006270465762	21.4039285032463	20.9495948081374	21.0739714859979	20.7592797229441	20.6243616709936	20.8193433930691	22.4650848174684	22.1014327840983	22.0732261327964	22.554608452656	22.8741332060604	22.9896260658764	23.2087455616663	20.9043959003152	21.3014382367958	20.2228519992664	19.73772366728	21.6616392052181	23.1723124158637	23.0466253695756	22.5163640291873
Q8VC28	Q8VC28	9	8	8	Aldo-keto reductase family 1 member C13	Akr1c13	19.4798714529424	20.4582686071579	19.3102345092151	20.6861446592447	22.8269631842906	21.9648416523579	24.2629548560974	23.6655993043195	23.1454038490179	20.7250403692063	21.327179206356	20.8117501413748	19.9496725838733	20.2071213534468	19.3277828343475	20.2124976445444	19.2344375852376	20.6663761444043	21.3120069407258	19.4922238831075	20.9798857965112	20.0200894996305	22.2244272266863	22.3399165096243	23.5414867041524	23.6866084366939	23.5561511483479	24.2400737017267	24.648494329453	23.0413839149759	22.8801794417263	23.2051042420512	23.7434717195901	23.2293458458868	23.65846028317	23.3693985637887
P97379	P97379	6	5	5	Ras GTPase-activating protein-binding protein 2	G3bp2	22.9785637513489	24.2368414845111	24.0031626189712	21.8564413701253	19.3117088557445	20.0451215753202	19.7702271347266	19.9713290527971	20.1780089849556	23.3575230325947	24.2822073380927	22.8917032954648	24.2409766302461	23.6027644303105	24.3846326687061	NA	NA	NA	23.3333397566394	23.0857051592405	22.3845952401191	20.7203938390121	17.3717536242189	19.8797655075774	21.1476840178702	22.2928057798402	22.3756872773009	19.8935574070347	16.0297026254524	17.8453664584278	24.2846654931324	24.7147784168501	23.6055266516195	19.496656547342	20.8659717848077	20.6855997472403
Q91YU8	Q91YU8	5	5	5	Suppressor of SWI4 1 homolog	Ppan	21.3713237544325	23.2937913526711	23.206716657521	23.9136316034552	22.9664279192715	21.4338502493133	22.4899978916733	22.7681711122886	23.9387554908794	23.5139610967888	23.1343759464651	22.4046576216301	22.7808211973992	22.2097529867737	22.6606507832137	18.693125883035	18.4597768996423	20.200272370259	23.0925113589705	22.112598639575	20.2889605123026	21.7163437319029	21.0864733359481	22.7399388333329	22.7295423137078	23.3351922721994	22.1200833724564	23.6369370768206	22.4549605743876	23.5752631333363	21.419623358567	20.7277356042931	20.0816527621609	21.7713308078835	20.6191035376354	21.1436515547167
Q9D6J6	Q9D6J6	5	5	5	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Ndufv2	21.3536282168251	20.734067993578	21.1206780948344	20.4701060724376	22.9762412399117	22.8678210968576	23.1054625415182	23.2445198716523	21.9068681200165	21.7843063187492	NA	NA	21.6219896343751	22.4313270267132	22.3161323093725	22.2366803834601	21.7244066665238	21.8879336645409	20.5657127924694	20.7295121647981	20.3862551989783	22.3709304632807	22.7717266968481	21.8535765574216	24.0492647900944	24.1864270497069	23.5782585155942	24.4065629853215	22.1192516295912	24.4887510871908	NA	NA	NA	23.9486292936013	23.5791014584046	23.6688998481432
Q9D2V7	Q9D2V7	11	11	11	Coronin-7	Coro7	22.2471336470129	23.0439775103445	23.0068189804191	20.7409961234477	22.2404108199109	21.362966297565	22.9014270809467	22.5377105502903	21.6737480323301	24.1871461221828	NA	NA	23.4777127866404	23.3305170220018	23.3784414680338	20.3008962455473	20.079135849443	18.9948846599762	23.0109173686667	23.3338765801474	20.0884519480117	20.9876948542775	21.7691565923158	21.9182711993467	23.3122256167674	22.9070435236689	23.2281757563327	22.7837655081074	21.5615776330077	21.8080915533839	24.2826474627191	23.5167630460886	24.4522256123143	21.328374086053	21.9010735616406	21.7690387555239
Q8CIG8	Q8CIG8	8	8	8	Protein arginine N-methyltransferase 5	Prmt5	23.6214791368944	22.5981304942968	23.3405062881541	22.3191890628471	18.4184106371044	20.0646722274449	21.6278032935396	21.2472224364191	22.2882458709976	22.0893084755132	21.0203041799271	20.9483168135873	24.5026947398883	23.4879685147488	23.4162656955484	17.3441947556306	19.4367908753899	19.0506488707725	22.5362279341358	24.0867452122692	23.2543116244018	22.2562245264864	21.7544853985092	18.0445737824767	22.6495671572975	21.7142294082284	20.0764546464646	24.4096696056692	21.6856371535087	23.3984397195651	24.5830924720684	24.191007254806	23.3428266459692	19.9009639720331	19.9541050103568	20.6927843099282
Q8BP40	Q8BP40	5	5	5	Lysophosphatidic acid phosphatase type 6	Acp6	23.1322453275218	22.910526748414	23.9037109961718	18.4559964727843	20.8991052187115	21.0981706026029	21.6133106473542	21.8713984474198	22.8084796024256	23.2732253246763	23.2914322676933	21.1937127733026	20.9815220115446	23.7401350339258	24.3198001224117	20.505090399014	19.7780260689003	20.0461949483911	23.553708738853	22.8230301290877	23.1857673959591	22.0793262066364	22.3054487646989	21.5671022364298	21.8525879575223	22.3974639976824	21.5809016557763	23.3505466784599	23.566652629481	22.5216700485781	24.3670623265195	20.8599326040762	20.8719934483127	21.6188950173164	21.6347142011868	21.2069349620499
Q9ESP1	Q9ESP1	5	5	5	Stromal cell-derived factor 2-like protein 1	Sdf2l1	22.6164176592378	22.8013417858368	22.9500719842867	22.3907047195752	22.2827853755247	22.4056093134666	22.8239272722272	22.8428513066423	23.5385827171134	23.9981898602259	21.8580061792194	21.6841723884282	22.6015109466572	21.4198956847594	22.7628727090858	21.0766563933893	20.1250269653377	20.9262943177702	22.6586640099686	23.3936237203223	22.7015123776855	21.2734270881285	21.1877312820588	22.1477258019299	23.335436530491	23.3196005837752	23.0352707486584	23.6528750895784	19.532833016427	23.3063907155034	19.4776210788323	18.2758534095917	20.1324305111307	22.1903411624765	21.8566831101708	21.3954274839009
Q6A4J8	Q6A4J8	12	12	12	Ubiquitin carboxyl-terminal hydrolase 7	Usp7	22.4234426471003	21.9694117511596	22.1099682377887	22.4641555578184	21.966112538188	21.7689304099259	23.1675294878945	23.4693078646652	22.1965029174499	25.4254800872906	21.6116105807658	22.304985335625	24.7662296337293	20.8751930285645	22.2941881010078	20.2828570043554	19.4983091494183	20.419106972017	22.7188597020305	22.9412804025075	22.5362342875298	22.5934884320175	21.3756062859502	21.8891721125625	22.3770436090908	22.8911268515136	23.4623186580902	20.0226790335965	19.9737560849228	19.8459106011643	20.8470081287649	23.6856548397317	22.2499544728952	22.5207026984726	22.3969905156193	21.9417120360582
Q61768;P33175	Q61768	16;5	16;5	11;0	Kinesin-1 heavy chain	Kif5b	22.5454207635252	21.8465710396415	23.7651705001528	21.4040212892262	20.2248653751215	21.963017102444	22.1583788448118	22.5565425582305	24.1964216776734	22.4385856034073	22.3207677654411	22.6705806250906	21.2028909627882	22.9196532964137	23.3425442391552	18.2594988126567	19.4107847690442	20.2465576661184	23.6532263131696	24.1593651971265	20.5666947002597	21.0387254551351	20.5413620095359	21.8767370552078	22.1024654794763	22.1932613653072	22.9522859445591	22.9037956021655	22.4542464912609	22.4588979419979	18.3457862756844	21.4505197640665	24.1227583412583	20.9921939661033	20.730546994276	20.3615662340136
O70492;O70493	O70492	4;1	4;1	4;1	Sorting nexin-3	Snx3	22.9218458599824	23.2250020673078	21.604759041195	20.8962425413822	21.6415779841119	22.1854907590306	22.5594884928151	22.9688108859387	23.745409531532	22.3098762289784	20.4376226206083	22.2789901271882	21.2539641579884	21.558912281884	22.1652086854376	18.6255648941163	20.4150938578464	20.5171639499594	22.8699787726326	22.9088232853851	22.8984329036238	21.5979133031327	22.0697260362653	22.2834325590296	23.5767063828172	23.452291108883	23.2365964842935	22.7699862207445	24.2585055838326	24.1172167497202	NA	21.3530218010899	NA	22.0695678993906	22.1606614614543	22.071922520823
P97372	P97372	7	7	7	Proteasome activator complex subunit 2	Psme2	21.2113125919535	22.6068164711568	22.6473012008567	22.323055730305	23.0346470601153	21.3597416857288	23.8684503893631	23.601192477883	23.7469080321353	22.7499454788247	21.8407309236103	23.1791084297363	22.1261455748061	23.3349991151171	22.0562601056957	20.2681403285091	20.1519290624727	20.8797163264293	21.7641684660423	22.9399207022758	21.9684680768909	19.5733634368281	21.2896210682615	22.8353458199996	22.7589927701865	23.5375415388243	23.5955818194899	NA	22.3902684880382	NA	NA	NA	NA	22.1085491818602	21.7822429626584	22.0588413200817
Q8R4R6	Q8R4R6	5	5	5	Nucleoporin NUP53	Nup35	23.6284658092717	23.0220343736045	20.9164579277996	23.4601365661343	21.1501548537909	21.0007396652098	20.5648132678745	21.3498459424437	21.5235981951844	23.4228329259627	23.8671874660767	24.0815679087596	20.9471641149584	22.3025654329674	23.0838563315447	20.6528004977219	20.4260478546219	20.0922677518961	20.8639262468125	22.0175519634822	22.66436723917	22.5430808700216	22.0335264302214	20.883376095069	22.0095568870092	22.502467500959	21.6687046073101	23.2635736168079	22.3560366910064	21.8094783598875	24.6314613056282	24.5911946610047	24.261092884081	22.0198462640558	22.3051260575859	21.5778036466594
Q9ERU3	Q9ERU3	8	8	6	Zinc finger protein 22	Znf22	18.854777316271	17.1692393258834	18.273689431174	20.7745277828241	22.1231473334455	20.8498376434494	23.5333399967559	23.4814367491402	23.0879683054109	19.782482084264	19.1798298173593	19.098165089683	18.5613649549567	NA	NA	20.1452336002462	20.413441385893	20.4042513669087	NA	16.9943856931212	NA	19.2949634340814	22.7708306690787	22.8520741790805	24.1393221274102	23.8941952136202	23.4034042812527	23.3427367583419	24.8899179422899	24.8620373612449	22.2229030491755	22.4243881170344	22.6875589865936	23.7349221284148	23.5538702073654	23.0142898848923
P35991	P35991	11	11	11	Tyrosine-protein kinase BTK	Btk	23.6008720959525	21.9082865901471	22.8239901712107	20.948326400811	22.1604480099788	19.5805613616899	23.9072489058052	23.1529439568833	23.9452484535167	22.5026202461889	18.83613322497	18.9264245288382	21.2931749503157	23.3624522695085	23.3672554300232	22.0878981977695	21.2183140452915	21.0095916846001	23.3416972887795	22.6896171744538	23.2186587523392	20.6943861661873	21.7687976087847	20.9796918134696	22.7820215402711	23.4638589222752	23.403941268184	22.4954193718688	22.2942729911274	22.478248711134	NA	NA	19.1419099417524	21.0764352729359	21.914506573443	20.70727105509
Q6P069	Q6P069	3	3	3	Sorcin	Sri	23.2028854245947	21.9687541031388	22.8659118561708	23.2444740446125	21.5321620075534	22.7586045999604	22.6448116754416	21.9126614126615	19.5897183146999	24.5375362101683	23.4863612755444	23.5452500973383	20.352689993779	24.3352228552845	25.0496488986753	18.5600355923318	15.9740331765624	18.5831131488174	22.3689231654241	21.9584690320579	23.0750591182396	21.7893265682108	21.4987330844432	20.7708613545499	23.215142296816	22.9908996136124	22.7939129983618	22.575141800379	23.5421165001771	22.505390029112	23.4171728204622	25.1405801635998	23.9372943225457	21.387773975828	22.3450546632581	22.787418190705
Q91YT7	Q91YT7	6	6	3		Ythdf2	23.3777944483567	22.818447095096	23.9723270982566	21.2931002144916	22.4833630344951	21.2222904489519	22.5934968896825	22.0213695406016	21.3747460712866	20.8839696022915	23.5102170478627	22.4369959191746	23.3607832817718	24.5092502212003	24.8624989160591	18.1874132882876	NA	NA	23.3269999715034	23.3733102383041	23.8006778501945	21.9912786266939	22.3524430716845	20.5106680508269	20.8821535646283	19.9756424865366	21.0877456299516	20.561900254276	20.62040358681	22.1252573871264	23.5692154712748	23.948809076206	24.2936764058182	20.2657022549332	19.526228118963	21.4108269509852
Q9CT10	Q9CT10	7	7	7	Ran-binding protein 3	Ranbp3	23.6997580809608	22.5587029620518	23.0672664270561	20.9481533692272	20.6310770234633	19.827720692187	20.6162102170703	20.0783078274881	20.2875815926591	23.432404045584	23.5897966390939	24.2852362138152	23.1494415082351	23.7239584101617	24.8362030051232	18.9094314552523	19.8644030957907	17.6491771982466	21.2786243154269	22.9746587136637	23.8134293477103	21.7946754459071	19.2504411351389	20.7043264532938	21.481478425652	21.0035167042467	21.7352047902818	22.0561185180807	21.3480158001034	22.3736537293662	25.3389047293754	24.9412001184072	23.870009564477	17.3668230403033	18.3845795300122	18.6981666729641
Q99KF1	Q99KF1	4	4	4	Transmembrane emp24 domain-containing protein 9	Tmed9	23.590840432822	22.9769612096813	21.3757414336055	21.4781652640662	21.8019236199764	21.8317910973798	22.8642048655329	23.4736642704982	22.5750957757303	NA	NA	NA	19.0630644692823	20.3482737679101	19.2245753516425	19.3236821195175	19.381278973248	19.4212113990679	22.7126722943435	22.5648894456257	21.7445472725032	18.3416299308469	22.4984444295604	22.6164647007626	23.1941339201331	23.5327827255176	22.8946675666458	25.7831849177793	24.6239150690202	24.2146579861169	NA	NA	NA	23.6135461550426	21.7325268146752	23.312725358342
Q6ZWY8	Q6ZWY8	2	2	2	Thymosin beta-10	Tmsb10	22.2068917999605	21.613768835174	21.1638630807418	NA	NA	21.3796997902354	22.6098714997391	22.4836583583501	22.5301626071701	20.2647893443542	NA	NA	21.6249643518205	21.5824256405318	21.9676896750076	NA	NA	NA	23.1470629600968	22.7829910469918	26.607929443469	18.7159174668724	21.7186287968115	22.0946144650224	21.9765461991104	22.3651227042114	21.9274072557386	NA	22.5132412721536	NA	25.1879569453253	24.9474104378394	24.8905623214623	NA	21.6528086156486	NA
Q60631	Q60631	5	5	5	Growth factor receptor-bound protein 2	Grb2	22.7617586959421	20.8646524667649	20.9487148345648	20.2765743343271	20.1882355948481	22.2947585741959	24.0283248465966	23.6631643755516	23.6190690435177	22.2631518403227	23.5232520484708	21.9746895126957	22.5648036165097	21.9128735140655	22.7187473441071	18.8998447706699	20.5950140380617	21.1012587492217	22.4809079281198	NA	NA	17.7864482420638	22.65005052928	21.4726215611669	24.6087221539903	24.127710376827	20.1389958700069	23.628356175491	23.2588825189035	23.8790005392204	NA	NA	NA	22.5005730402506	22.865220059624	22.1796868310578
P10649;Q80W21;O35660;P48774	P10649	6;2;1;1	6;2;1;1	4;0;0;0	Glutathione S-transferase Mu 1	Gstm1	23.1266166642246	22.7223729893668	23.0951765766436	23.4824485439191	21.0577301879615	22.5983782626198	23.2038808083423	23.3959705094036	23.6050879447316	22.562498683823	21.5568467815373	22.77999327019	20.6637490373687	23.0172566562121	22.8616537166227	19.418919752608	20.1694001505521	19.9568445998925	22.920330383542	22.9205369938734	19.8133994759808	20.0428318523804	21.9877837923416	22.4250424871265	22.9427434512901	23.2958008898598	21.7616402181306	22.2386980432772	23.7859432818242	22.7748278855701	21.6941959525982	21.4393052906329	20.9686766316625	22.4807798538584	22.8395173868665	21.7795902385554
P63330;P62715	P63330;P62715	4;4	4;4	4;4	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2ca;Ppp2cb	NA	NA	NA	23.7513044802641	23.1601957783164	22.9654692424315	24.4356025377124	23.9520399359098	24.6159440887175	NA	NA	NA	NA	NA	NA	21.7238080984822	21.5612439071564	21.2849618457945	NA	NA	NA	23.2634290028569	22.9694164681127	21.684051119135	24.2610357540781	24.4140420038972	23.6165657123239	24.440580447689	24.4547683561627	24.5504581718387	NA	NA	NA	23.3402915712875	23.356867950559	23.2668424922856
Q6NV83	Q6NV83	10	10	10	U2 snRNP-associated SURP motif-containing protein	U2surp	23.6217792603817	23.8374182694856	23.9675535409984	20.2600404909501	20.4787913998311	19.8437388153467	22.7426355075197	23.2895554668266	22.7273612897589	20.4901839824965	23.6375378462807	22.8411674456124	23.2938501956736	23.8147291537401	23.8323101689553	22.3898654746539	17.9846148219365	17.9835053216208	18.9148325632746	24.1383161377103	21.6341892218298	22.2315217102892	18.975827601801	19.794125717287	24.437051178689	21.4860136796526	24.2674813140028	25.0550239942736	23.0876521115209	22.8446694586138	NA	22.2949138852621	NA	22.8387181513587	21.4526167286561	21.3296591081933
P97370	P97370	7	7	7	Sodium/potassium-transporting ATPase subunit beta-3	Atp1b3	24.2443750542696	24.7463429639665	23.5299915170203	21.8458038952815	20.8948692846703	20.2208143160396	22.1316521256423	22.7299365824902	23.1676201550145	NA	NA	NA	22.66519472751	22.3586418941554	22.7509349965158	19.5348032883937	19.1446083764979	19.1901816956907	24.0131403580268	23.5841661064141	24.0137780933953	23.0265796267664	21.9768432853703	18.1325397321056	21.3243448038081	21.0652275289297	19.9373522317929	24.1700201525667	22.4400010801842	24.3541948621619	NA	NA	NA	18.7265599674867	20.4076775320201	18.3936092953468
Q9CS42	Q9CS42	9	2	2	Ribose-phosphate pyrophosphokinase 2	Prps2	23.5791939398667	22.31949607695	22.3910110253689	23.3995253992088	23.4157224844338	23.0188487425464	21.624636362026	23.1620452148746	24.6171248208319	20.9951017344914	23.3318465365312	21.0371417462944	23.0743578509872	23.3291996286395	22.6457886566267	19.8486555000705	20.9593137891502	20.8650606985605	22.5296176360517	NA	NA	20.5554762542741	21.7439312653288	22.0526134588619	23.4392089844802	23.6851639942619	23.5441483855041	20.9974223564572	22.2103076600803	21.5150554111409	NA	NA	20.9580561843134	21.9593871674936	22.2647906493173	21.3082514237817
O70310;O70311	O70310	5;1	5;1	5;1	Glycylpeptide N-tetradecanoyltransferase 1	Nmt1	20.5157771265866	19.5182552626668	20.55577495813	18.2582931413999	21.7766977410503	21.7439604628691	23.7330482417126	23.5042694895542	23.3324621044239	21.2658995873067	22.3724913591231	22.5828010606434	20.5909964003602	21.3967576266894	20.3049125856795	19.4476334287138	19.5281117498854	19.9183535194448	NA	NA	20.9028823540762	20.7703815498798	22.4895399938415	22.6678898291038	24.0808344862282	23.7395547993354	22.7708595390657	24.6843101658229	24.4214322417118	24.7034976100666	23.6323703047391	22.2721105121722	23.0943789621207	22.7473472163023	22.4748243931869	22.1241558313212
P97742;Q924X2	P97742	6;1	6;1	6;1	Carnitine O-palmitoyltransferase 1, liver isoform	Cpt1a	23.8934984938976	24.462029053155	23.8487458975838	20.9591371012301	NA	NA	23.4843163518402	23.0516016279196	23.1240484192137	22.9110425890595	NA	NA	24.3945438607642	24.2510514979915	23.0446040412282	NA	NA	NA	23.7616203951488	22.9936358080986	23.6144247522621	20.2970608828774	21.0041015479364	20.9397810860819	21.924221840571	21.0351117726678	22.1562939910872	21.6939561898184	22.7723774024901	22.7182651811727	20.1229319459089	24.2165290170916	23.8428826282686	20.9252540719607	19.6355890662905	21.0842824483523
Q9CYH6;REV__Q06194	Q9CYH6	7;1	7;1	7;1	Ribosome biogenesis regulatory protein homolog	Rrs1	21.3818047461143	21.8428293638517	21.2413408129219	24.2182639361369	20.2312616281935	20.7198088631402	21.80129156867	22.3989003580995	22.5576190174741	21.4230963977006	20.8052233486611	23.9981101935587	20.4985440156887	23.2028706487876	21.6154538055189	20.6718883972888	20.9558225918461	19.5767266524414	23.0482019160188	22.1745816222457	21.6687328318954	21.9567224374969	22.9509177729742	22.4103651113265	22.8378815004789	23.5552995888244	23.374369976632	22.9033949464014	23.3771426289756	22.6461052991184	24.3896458037736	26.0255891686182	23.2270193910859	19.9703272138117	20.1977455056599	20.6957234342293
Q9CR98	Q9CR98	2	2	2	Protein FAM136A	Fam136a	23.8870626070872	23.8009363256981	24.0222129473189	19.9191521267914	NA	NA	22.3514208045896	21.3934435175197	23.2532145447486	24.4316478580843	24.3950257642813	23.8439426669168	22.690891327952	24.1821239353593	24.3042653812338	19.9416202810978	19.3223407913569	20.0624446530482	23.8120863808953	23.977923885214	23.2327619170507	18.4007945499376	19.9695518429772	21.2963908779115	NA	NA	NA	22.1659617797142	23.5059179982646	23.1697774895983	NA	NA	NA	20.7148319493385	20.34830328862	20.424974265126
P63024;P63044	P63024;P63044	4;2	4;2	4;2	Vesicle-associated membrane protein 3;Vesicle-associated membrane protein 2	Vamp3;Vamp2	22.8218574559427	23.3059709096995	23.1050382708659	22.5838771094338	22.9299763124075	22.2835378214353	22.4512693447399	22.7588805865742	22.8890033074433	22.5047517285037	20.819461453675	19.3506280011813	23.4113539757932	23.1438407216234	23.1204546819924	21.6032601689781	20.6562691062643	21.2303221019578	22.933222437118	22.7160101777487	20.5089300153856	20.6626307743689	21.7196197438573	21.349840503724	22.6595496394298	23.4278151210722	22.3495378418862	22.2904809245932	22.1292658291254	21.4370528993398	25.2050509158997	22.3231053033003	21.9607868378197	22.5352813192515	22.5364105438063	21.8574020684198
Q61823	Q61823	2	2	2	Programmed cell death protein 4	Pdcd4	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.2426229411875	21.9623666020934	24.3145169612611	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7527403667658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O08842	O08842	6	6	6	GDNF family receptor alpha-2	Gfra2	23.1383416749888	23.7380363510068	23.2545863214068	23.8564533592461	22.0489166753663	21.8753148048544	19.7918404664236	21.52129735451	23.2014499079349	23.1125103725545	24.401758906532	23.6610513809882	24.1873648961022	24.6513972884987	22.8825175224909	19.5358096025553	18.6300598796976	19.2303868916331	24.0208694075334	23.2984039717307	23.800306866291	23.7270108152905	21.4841708319377	22.0600209764704	20.3562401887643	21.5241458294976	20.5879012467161	22.724593648562	23.7554694918722	24.2386371362507	19.1147334668639	21.2051042422654	19.6281569363979	NA	NA	19.4785538863538
Q5SUF2;REV__Q99K48;REV__Q8VIJ6;Q6PB70;Q7TPM1	Q5SUF2	6;1;1;1;1	5;0;0;0;0	5;0;0;0;0	Luc7-like protein 3	Luc7l3	23.147125446025	22.5826982232126	22.6411527876536	22.7910309023299	21.6455785607049	21.5617906285886	23.3491041195518	23.0780694240726	20.7798126444173	22.669664438043	22.9979383483539	21.5482706195048	22.816937480259	22.7035600539853	23.9004115065561	19.1424427220266	20.114199033895	18.3649425045857	22.1037362966486	22.5624446596051	22.9463988921011	21.2769736299997	21.506217900269	20.8163251621637	22.5220229804174	23.2990335137871	22.5610100346857	22.9801877867598	22.3846289069327	23.746558287496	24.1868358949847	25.1690601736017	24.7424523938489	NA	NA	19.4298887054319
Q8BV13	Q8BV13	3	3	3	COP9 signalosome complex subunit 7b	Cops7b	NA	NA	NA	20.7660772513984	NA	NA	18.8859788911086	18.7680765321974	17.5746794392686	NA	NA	16.2070614210758	NA	NA	18.0841296449049	21.9980212706114	NA	NA	18.9508861610202	22.9006888675446	26.7050750073927	15.7545838475407	16.9574975613644	15.0723040307043	18.4931207156633	18.218368442158	23.3415660441611	NA	NA	23.5706905764011	27.4940714386573	25.2844121075077	23.0749133776525	18.7266996621328	17.821673857613	20.8513657495749
Q80UG5	Q80UG5	11	11	11	Septin-9	41891	21.0761285547482	21.5751937496517	21.4536135369879	20.4747995992808	21.6926905131026	21.9948817831638	23.9115322358939	23.9990112852692	22.3911369400801	23.8200258259085	22.0964312195028	22.7747698479335	22.2804024300443	22.1978595236739	21.5109058331855	19.8450645439291	18.9055504396775	17.7008911427071	22.4247480800956	22.6394666640834	24.689290882856	22.3123315103272	22.8391014508866	22.5966325405699	23.3205895150674	23.1483160337734	23.1495466949295	23.2610218789113	22.6465481340919	22.9462508244613	22.1610682003019	23.2710406957338	22.8455198939761	21.9693830416348	21.4110273230804	22.65204317361
